,polarity,date,tweet,tweet_processed,tweet_processed2
319,negatif,,"Est ce #Djebbari le secrétaire d'état, l'entrepreneur ou le pilote d'avion qui remet en cause, pendant un conflit social, la légitimité d’un syndicat représentatif ? Vous avez jusqu'au 9 janvier pour disserter #reformedesretraites #LREM #Retraites",djebbari secrétaire état entrepreneur pilote avion remet cause pendant conflit social légitimité syndicat représentatif jusqu janvier disserter reformedesretraites lrem retraites,djebbari secrétaire état entrepreneur piloter avion remettre causer pendre conflit social légitimité syndicat représentatif jusqu janvier disserter reformedesretraites lrem retraiter
320,negatif,,"#Réformedesretraites : ""Si on nous dit demain l’âge pivot est retiré ou modulé, ça sera un recul de la part du gouvernement "", estime @YVeyrier, secrétaire général de #FO.",réformedesretraites si dit demain âge pivot retiré modulé ça recul part gouvernement estime secrétaire général fo,réformedesretraites si dire demain âge pivot retirer moduler ça recul partir gouvernement estimer secrétaire général fo
321,positif,,"Le #reformedesretraites de #Macron ! C'est l'""inventaire"" de Prévert Universalité sauf..des tas de métiers En revanche, les 18 millions du privé vont le payer casch, des points et suppression de la complémentaire #ArgicArco https://amp.lepoint.fr/2355060?__twitter_impression=true",reformedesretraites macron inventaire prévert universalité sauf tas métiers revanche 18 millions privé vont payer casch points suppression complémentaire argicarco,reformedesretraites macron inventaire prévert universalité sauf tas métier revanche 18 million priver aller payer casch point suppression complémentaire argicarco
322,negatif,,"La première étape de la stratégie de communication du gouvernement c'était de répéter ""les régimes spéciaux"" en boucle. Maintenant c'est de parler de la CGT en disant qu'elle est radicale et ne veut pas négocier. Ça fonctionnera pas non plus. #RéformeDesRetraites #Grève30Décembre",première étape stratégie communication gouvernement répéter régimes spéciaux boucle maintenant parler cgt disant radicale veut négocier ça fonctionnera non plus réformedesretraites grève30décembre,premier étape stratégie communication gouvernement répéter régime spécial boucler maintenir parler cgt dire radical vouloir négocier ça fonctionner non plaire réformedesretraites grève30décembre
323,negatif,,La #reformedesretraites est 1 #reforme FOUTUE tant #Macron a créé 1 usine à gaz avec le maintien de privilèges et de regimes speciaux !!!! #politique #Cnews #bfmpolitique,reformedesretraites reforme foutue tant macron créé usine gaz maintien privilèges regimes speciaux politique cnews bfmpolitique,reformedesretraites reformer foutu tant macron créer usiner gaz maintien privilège regimes speciaux politique cnews bfmpolitique
324,negatif,,"Pk des députés, des ministres #LREM s'énervent et insultent des syndicalistes ? ""La stratégie du pourrissement, et en même temps du bordel organisé"" Retour sur 2014 et ses illusions perdues : le million, ce million qui n'est jamais venu #reformedesretraites #greve9janvier #CGT",pk députés ministres lrem énervent insultent syndicalistes stratégie pourrissement temps bordel organisé retour 2014 illusions perdues million million jamais venu reformedesretraites greve9janvier cgt,pk députer ministre lrem énerver insulter syndicaliste stratégie pourrissement temps bordel organiser retour 2014 illusion perdu million million jamais venir reformedesretraites greve9janvier cgt
325,positif,,"#grevesncf #RegimesSpeciaux #SNCF #reformedesretraites #greve #greve30decembre 26e jour de grève - À la SNCF : 7,1 % de #grévistes parmi l'ensemble des salariés ; 32,5 % chez les conducteurs",grevesncf regimesspeciaux sncf reformedesretraites greve greve30decembre 26e jour grève sncf grévistes parmi ensemble salariés 32 chez conducteurs,grevesncf regimesspeciaux sncf reformedesretraites greve greve30decembre 26e jour grever sncf gréviste parmi ensemble salarier 32 chez conducteur
326,negatif,,Le taux de grévistes à la SNCF chute au plus bas depuis le 5 décembre https://www.nouvelobs.com/social/20191230.OBS22889/le-taux-de-grevistes-a-la-sncf-chute-au-plus-bas-depuis-le-5-decembre.html via @LObs #France #Strike #Grève #Réformedesretraites,taux grévistes sncf chute plus bas depuis décembre via france strike grève réformedesretraites,taux gréviste sncf chuter plaire bas depuis décembre via france strike grever réformedesretraites
327,positif,,"L'Orchestre de l'Opéra de Paris donnera un ""concert"" de 15 min mardi 31 déc vers 14h sur le parvis de l'Opéra Bastille, en présence de techniciens, choristes et danseurs, Contre la #reformedesretraites et pour défendre leurs valeurs artistiques #grevegenerale",orchestre opéra paris donnera concert 15 min mardi 31 déc vers 14h parvis opéra bastille présence techniciens choristes danseurs contre reformedesretraites défendre leurs valeurs artistiques grevegenerale,orchestrer opérer pari donner concert 15 min mardi 31 déc ver 14h parvis opérer bastille présence technicien choriste danseur contrer reformedesretraites défendre leur valeur artistique grevegenerale
328,negatif,,"[ ACTU / INTERVIEW ] «Le gouvernement est tellement convaincu de son projet qu’il écoute assez peu ce qu’on lui dit», a déploré @YVeyrier #FO #FranceInfo ""J'appelle le gouvernement à revenir à la sagesse"" #reformedesretraites #Retraites https://www.lefigaro.fr/flash-eco/j-appelle-le-gouvernement-a-revenir-a-la-sagesse-yves-veyrier-fo-20191230 @Le_Figaro",actu interview gouvernement tellement convaincu projet écoute assez peu dit déploré fo franceinfo appelle gouvernement revenir sagesse reformedesretraites retraites,actu interview gouvernement tellement convaincre projet écouter assez peu dire déplorer fo franceinfo appeler gouvernement revenir sagesse reformedesretraites retraiter
329,negatif,,"""N'intervenez pas dans le débat"" : intolérance ""Terrorisme verbal"" : indécence ""Vous êtes des alliés objectifs"" : médisance ""Domination physique par la parole"" : non sens France 2019, une autre idée du progressisme : outrance et décadence #reformedesretraites #greve30decembre",intervenez débat intolérance terrorisme verbal indécence alliés objectifs médisance domination physique parole non sens france 2019 autre idée progressisme outrance décadence reformedesretraites greve30decembre,intervenir débattre intolérance terrorisme verbal indécence allier objectif médisance domination physique parole non sentir france 2019 autre idée progressisme outrance décadence reformedesretraites greve30decembre
330,negatif,,Comme le demande @Fabien_Rssl @PCF #stop #Macron doit annoncer #VoeuxMacron2020 le #retrait de la #reformedesretraites autrement les #greves continueront le temps qu’il faudra.,comme demande stop macron doit annoncer voeuxmacron2020 retrait reformedesretraites autrement greves continueront temps faudra,comme demander stop macron devoir annoncer voeuxmacron2020 retraire reformedesretraites autrement greves continuer temps falloir
331,positif,,Réforme des retraites : les danseurs de l'Opéra de Paris refusent la «clause du grand-père» https://next.liberation.fr/culture/2019/12/29/reforme-des-retraites-les-danseurs-de-l-opera-de-paris-refusent-la-clause-du-grand-pere_1771299 via @libe #Réformedesretraites #France #Strike #Grève #austerity,réforme retraites danseurs opéra paris refusent clause grand père via réformedesretraites france strike grève austerity,réformer retraiter danseur opérer pari refuser clause grand père via réformedesretraites france strike grever austerity
332,negatif,,"En avril 2020 baisse des #APL pour 1.2 millions de pers et 1,5 Milliards d'économies... Merci Macron et ta bande de #LREM #reformedesretraites #Retraites #GreveGenerale",avril 2020 baisse apl millions pers milliards économies merci macron bande lrem reformedesretraites retraites grevegenerale,avril 2020 baisser apl million pers milliard économie merci macron bander lrem reformedesretraites retraiter grevegenerale
333,positif,,"Réforme. L’âge pivot à 64 ans, trappe à précarité des seniors https://shar.es/a3d41x via @humanite_fr #France #precarity #elders #réformedesretraites",réforme âge pivot 64 ans trappe précarité seniors via france precarity elders réformedesretraites,réformer âge pivot 64 an trappe précarité senior via france precarity elders réformedesretraites
334,positif,,"Pour une fois qu'on avait une journaliste qui fait son travail et remet bien la question évitée sur le tapis ! Et vous, chapeau #Retraites #reformedesretraites",fois journaliste fait travail remet bien question évitée tapis chapeau retraites reformedesretraites,foi journaliste faire travail remettre bien question éviter tapir chapeau retraiter reformedesretraites
335,negatif,," Contre la #reformedesretraites . Il faut remettre les #GiletsJaunes du tout débuts dans la rue .Car quand les #syndicats auront obtenu ce qu'ils veulent, ils lâcheront le reste du peuple #ouvriers du privés. Les syndicats travaillent et roulent pour eux pas pour le privé. ",contre reformedesretraites faut remettre giletsjaunes tout débuts rue car quand syndicats obtenu veulent lâcheront reste peuple ouvriers privés syndicats travaillent roulent privé,contrer reformedesretraites falloir remettre giletsjaunes tout début ruer car quand syndicat obtenir vouloir lâcher rester peupler ouvrier priver syndicat travailler rouler priver
336,negatif,,"@EmmanuelMacron @EPhilippePM Parce que faire partir des policiers à 52 ans et laisser sur nos toits et charpentes des ouvriers de 62 ans c'est INDECENT. Mais bon, ils seront presque tous morts avant 62 ans #reformedesretraites .",parce faire partir policiers 52 ans laisser toits charpentes ouvriers 62 ans indecent bon presque tous morts avant 62 ans reformedesretraites,parce faire partir policier 52 an laisser toit charpenter ouvrier 62 an indecent bon presque tout mourir avant 62 an reformedesretraites
337,negatif,,"Les petites lignes de cette #reformedesretraites sont inquiétantes car l’état deviendra l’unique gestionnaire de l’ensemble des caisses de retraite et pourra donc à sa guise et à tout moment, faire ce qu’il veut via les lois de finance Ce que dit le rapport Delevoye ",petites lignes cette reformedesretraites inquiétantes car état deviendra unique gestionnaire ensemble caisses retraite pourra donc guise tout moment faire veut via lois finance dit rapport delevoye,petit ligne ce reformedesretraites inquiétant car état devenir unique gestionnaire ensemble caisse retraiter pouvoir donc guise tout moment faire vouloir via loi financer dire rapport delevoye
338,negatif,,"je sais que je vais travailler jusqu'à 64,65,70 ans si la #reformedesretraites passe, que ns serons des retraités pauvres si la réforme passe, que si je soutiens les #GJ, la #GreveGenerale je me bats pr 1 avenir meilleur. Et que #PatrickDrahi proprio de #RMC est milliardaire...",sais vais travailler jusqu 64 65 70 ans si reformedesretraites passe ns retraités pauvres si réforme passe si soutiens gj grevegenerale bats pr avenir meilleur patrickdrahi proprio rmc milliardaire,savoir aller travailler jusqu 64 65 70 an si reformedesretraites passer ns retraiter pauvre si réformer passer si soutien gj grevegenerale battre pr avenir meilleur patrickdrahi proprio rmc milliardaire
339,negatif,,"Quand, à court d'argumensonges, le gouvernement et la présidence de la République distillent dans l'opinion l'idée selon laquelle la CGT est illégitime pour discuter de la #reformedesretraites. C'est minable. Toute la bassesse de la macronie est là. ",quand court argumensonges gouvernement présidence république distillent opinion idée selon laquelle cgt illégitime discuter reformedesretraites minable toute bassesse macronie là,quand courir argumensonges gouvernement présidence république distiller opinion idée selon lequel cgt illégitime discuter reformedesretraites minable tout bassesse macronie là
